module_id,seq_id,domain_type,canonical_domain_type,kingdom,reaction_labels,has_no_reactions
marts_E00648_alpha_0,marts_E00648,alpha,alpha,Animals,"['di Class 1', 'sesq Class 1']",False
marts_E00746_alpha_0,marts_E00746,alpha,alpha,Animals,"['mono Class 1', 'sesq Class 1']",False
marts_E00026_alpha_0,marts_E00026,alpha,alpha,Animals,['di Class 1'],False
marts_E01495_alpha_0,marts_E01495,alpha,alpha,Bacteria,['di Class 1'],False
marts_E00875_alpha_0,marts_E00875,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00866_alpha_0,marts_E00866,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01077_alpha_0,marts_E01077,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00360_ids_0,marts_E00360,ids,alpha,Fungi,['pt'],False
marts_E01456_alpha_0,marts_E01456,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01212_alpha_0,marts_E01212,alpha,alpha,Protists,['sesq Class 1'],False
marts_E01273_alpha_0,marts_E01273,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01187_alpha_0,marts_E01187,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E01471_alpha_0,marts_E01471,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01169_alpha_0,marts_E01169,alpha,alpha,Bacteria,['di Class 1'],False
marts_E00051_alpha_0,marts_E00051,alpha,alpha,Animals,"['di Class 1', 'mono Class 1', 'sesq Class 1']",False
marts_E01093_alpha_0,marts_E01093,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01361_alpha_0,marts_E01361,alpha,alpha,Bacteria,['di Class 1'],False
marts_E01344_alpha_0,marts_E01344,alpha,alpha,Bacteria,['di Class 1'],False
marts_E01152_ids_0,marts_E01152,ids,alpha,Fungi,['pt'],False
marts_E01353_alpha_0,marts_E01353,alpha,alpha,Bacteria,['di Class 1'],False
marts_E00300_ids_0,marts_E00300,ids,alpha,Fungi,['pt'],False
marts_E01435_alpha_0,marts_E01435,alpha,alpha,Bacteria,['di Class 1'],False
marts_E01494_alpha_0,marts_E01494,alpha,alpha,Bacteria,['di Class 1'],False
marts_E00490_alpha_0,marts_E00490,alpha,alpha,Bacteria,['psy'],False
marts_E00659_ids_0,marts_E00659,ids,alpha,Bacteria,['sqs'],False
marts_E00383_beta_0,marts_E00383,beta,beta,Plants,['di Class 1'],False
marts_E00383_gamma_0,marts_E00383,gamma,gamma,Plants,['di Class 1'],False
marts_E00383_alpha_0,marts_E00383,alpha,alpha,Plants,['di Class 1'],False
marts_E00317_beta_0,marts_E00317,beta,beta,Plants,['di Class 1'],False
marts_E00317_gamma_0,marts_E00317,gamma,gamma,Plants,['di Class 1'],False
marts_E00317_alpha_0,marts_E00317,alpha,alpha,Plants,['di Class 1'],False
marts_E00429_beta_0,marts_E00429,beta,beta,Plants,['di Class 1'],False
marts_E00429_gamma_0,marts_E00429,gamma,gamma,Plants,['di Class 1'],False
marts_E00429_alpha_0,marts_E00429,alpha,alpha,Plants,['di Class 1'],False
marts_E01345_gamma_0,marts_E01345,gamma,gamma,Bacteria,"['di Class 1', 'di Class 2']",False
marts_E01345_alpha_0,marts_E01345,alpha,alpha,Bacteria,"['di Class 1', 'di Class 2']",False
marts_E01345_beta_0,marts_E01345,beta,beta,Bacteria,"['di Class 1', 'di Class 2']",False
marts_E00583_beta_0,marts_E00583,beta,beta,Plants,['di Class 1'],False
marts_E00583_gamma_0,marts_E00583,gamma,gamma,Plants,['di Class 1'],False
marts_E00583_alpha_0,marts_E00583,alpha,alpha,Plants,['di Class 1'],False
marts_E00585_beta_0,marts_E00585,beta,beta,Plants,"['di Class 1', 'mono Class 1']",False
marts_E00585_gamma_0,marts_E00585,gamma,gamma,Plants,"['di Class 1', 'mono Class 1']",False
marts_E00585_alpha_0,marts_E00585,alpha,alpha,Plants,"['di Class 1', 'mono Class 1']",False
marts_E00696_beta_0,marts_E00696,beta,beta,Plants,['di Class 2'],False
marts_E00696_gamma_0,marts_E00696,gamma,gamma,Plants,['di Class 2'],False
marts_E00696_alpha_0,marts_E00696,alpha,alpha,Plants,['di Class 2'],False
marts_E00701_beta_0,marts_E00701,beta,beta,Plants,"['di Class 1', 'di Class 2']",False
marts_E00701_gamma_0,marts_E00701,gamma,gamma,Plants,"['di Class 1', 'di Class 2']",False
marts_E00701_alpha_0,marts_E00701,alpha,alpha,Plants,"['di Class 1', 'di Class 2']",False
marts_E00573_beta_0,marts_E00573,beta,beta,Plants,['di Class 2'],False
marts_E00573_gamma_0,marts_E00573,gamma,gamma,Plants,['di Class 2'],False
marts_E00573_alpha_0,marts_E00573,alpha,alpha,Plants,['di Class 2'],False
marts_E01300_beta_0,marts_E01300,beta,beta,Plants,['di Class 2'],False
marts_E01300_gamma_0,marts_E01300,gamma,gamma,Plants,['di Class 2'],False
marts_E01300_alpha_0,marts_E01300,alpha,alpha,Plants,['di Class 2'],False
marts_E01075_beta_0,marts_E01075,beta,beta,Plants,['di Class 2'],False
marts_E01075_gamma_0,marts_E01075,gamma,gamma,Plants,['di Class 2'],False
marts_E01075_alpha_0,marts_E01075,alpha,alpha,Plants,['di Class 2'],False
marts_E00305_beta_0,marts_E00305,beta,beta,Plants,['di Class 2'],False
marts_E00305_gamma_0,marts_E00305,gamma,gamma,Plants,['di Class 2'],False
marts_E00305_ids_0,marts_E00305,ids,alpha,Plants,['di Class 2'],False
marts_E00254_zeta_0,marts_E00254,zeta,alpha,Fungi,"['psy', 'tetra Class 2']",False
marts_E00254_alpha_0,marts_E00254,alpha,alpha,Fungi,"['psy', 'tetra Class 2']",False
marts_E01372_beta_0,marts_E01372,beta,beta,Plants,['mono Class 1'],False
marts_E01372_alpha_0,marts_E01372,alpha,alpha,Plants,['mono Class 1'],False
marts_E00095_beta_0,marts_E00095,beta,beta,Plants,['di Class 1'],False
marts_E00095_alpha_0,marts_E00095,alpha,alpha,Plants,['di Class 1'],False
marts_E00136_beta_0,marts_E00136,beta,beta,Plants,['sester Class 1'],False
marts_E00136_alpha_0,marts_E00136,alpha,alpha,Plants,['sester Class 1'],False
marts_E00555_beta_0,marts_E00555,beta,beta,Plants,['mono Class 1'],False
marts_E00555_alpha_0,marts_E00555,alpha,alpha,Plants,['mono Class 1'],False
marts_E00224_beta_0,marts_E00224,beta,beta,Plants,['mono Class 1'],False
marts_E00224_alpha_0,marts_E00224,alpha,alpha,Plants,['mono Class 1'],False
marts_E00258_beta_0,marts_E00258,beta,beta,Plants,['hemi Class 1'],False
marts_E00258_alpha_0,marts_E00258,alpha,alpha,Plants,['hemi Class 1'],False
marts_E00221_beta_0,marts_E00221,beta,beta,Plants,['sesq Class 1'],False
marts_E00221_alpha_0,marts_E00221,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01375_beta_0,marts_E01375,beta,beta,Plants,['mono Class 1'],False
marts_E01375_alpha_0,marts_E01375,alpha,alpha,Plants,['mono Class 1'],False
marts_E00401_beta_0,marts_E00401,beta,beta,Plants,['mono Class 1'],False
marts_E00401_alpha_0,marts_E00401,alpha,alpha,Plants,['mono Class 1'],False
marts_E00209_beta_0,marts_E00209,beta,beta,Plants,['sesq Class 1'],False
marts_E00209_alpha_0,marts_E00209,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01517_beta_0,marts_E01517,beta,beta,Plants,['mono Class 1'],False
marts_E01517_alpha_0,marts_E01517,alpha,alpha,Plants,['mono Class 1'],False
marts_E01508_beta_0,marts_E01508,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E01508_alpha_0,marts_E01508,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00534_beta_0,marts_E00534,beta,beta,Plants,['mono Class 1'],False
marts_E00534_alpha_0,marts_E00534,alpha,alpha,Plants,['mono Class 1'],False
marts_E01035_beta_0,marts_E01035,beta,beta,Plants,['sesq Class 1'],False
marts_E01035_alpha_0,marts_E01035,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00030_beta_0,marts_E00030,beta,beta,Plants,['sesq Class 1'],False
marts_E00030_alpha_0,marts_E00030,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01037_beta_0,marts_E01037,beta,beta,Plants,['di Class 1'],False
marts_E01037_alpha_0,marts_E01037,alpha,alpha,Plants,['di Class 1'],False
marts_E01112_beta_0,marts_E01112,beta,beta,Plants,['sesq Class 1'],False
marts_E01112_alpha_0,marts_E01112,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00821_beta_0,marts_E00821,beta,beta,Plants,['sesq Class 1'],False
marts_E00821_alpha_0,marts_E00821,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01109_beta_0,marts_E01109,beta,beta,Plants,['sesq Class 1'],False
marts_E01109_alpha_0,marts_E01109,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01291_beta_0,marts_E01291,beta,beta,Plants,['sesq Class 1'],False
marts_E01291_alpha_0,marts_E01291,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00373_beta_0,marts_E00373,beta,beta,Plants,['sesq Class 1'],False
marts_E00373_alpha_0,marts_E00373,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01098_beta_0,marts_E01098,beta,beta,Plants,['sesq Class 1'],False
marts_E01098_alpha_0,marts_E01098,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00411_beta_0,marts_E00411,beta,beta,Plants,['sesq Class 1'],False
marts_E00411_alpha_0,marts_E00411,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01290_beta_0,marts_E01290,beta,beta,Plants,['sesq Class 1'],False
marts_E01290_alpha_0,marts_E01290,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01296_beta_0,marts_E01296,beta,beta,Plants,['sesq Class 1'],False
marts_E01296_alpha_0,marts_E01296,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00413_beta_0,marts_E00413,beta,beta,Plants,['sesq Class 1'],False
marts_E00413_alpha_0,marts_E00413,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00159_beta_0,marts_E00159,beta,beta,Plants,['sesq Class 1'],False
marts_E00159_alpha_0,marts_E00159,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01509_beta_0,marts_E01509,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E01509_alpha_0,marts_E01509,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00148_ids_0,marts_E00148,ids,alpha,Fungi,['sqs'],False
marts_E01047_alpha_0,marts_E01047,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00509_alpha_0,marts_E00509,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01398_alpha_0,marts_E01398,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00522_ids_0,marts_E00522,ids,alpha,Plants,['mono Class 1'],False
marts_E01125_alpha_0,marts_E01125,alpha,alpha,Bacteria,['sesq Class 1'],False
marts_E00191_ids_0,marts_E00191,ids,alpha,Fungi,['pt'],False
marts_E01205_alpha_0,marts_E01205,alpha,alpha,Fungi,['di Class 1'],False
marts_E01317_alpha_0,marts_E01317,alpha,alpha,Bacteria,['di Class 1'],False
marts_E01193_alpha_0,marts_E01193,alpha,alpha,Bacteria,['di Class 1'],False
marts_E00873_alpha_0,marts_E00873,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00862_alpha_0,marts_E00862,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00057_alpha_0,marts_E00057,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01274_alpha_0,marts_E01274,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01360_alpha_0,marts_E01360,alpha,alpha,Bacteria,['di Class 1'],False
marts_E01090_alpha_0,marts_E01090,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01406_alpha_0,marts_E01406,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00179_ids_0,marts_E00179,ids,alpha,Plants,['pt'],False
marts_E00195_alpha_0,marts_E00195,alpha,alpha,Bacteria,['sesq Class 1'],False
marts_E01254_alpha_0,marts_E01254,alpha,alpha,Bacteria,['di Class 1'],False
marts_E01407_alpha_0,marts_E01407,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00211_ids_0,marts_E00211,ids,alpha,Archaea,['pt'],False
marts_E01367_alpha_0,marts_E01367,alpha,alpha,Bacteria,['di Class 1'],False
marts_E00569_ids_0,marts_E00569,ids,alpha,Bacteria,['sesq Class 1'],False
marts_E01418_beta_0,marts_E01418,beta,beta,Plants,['di Class 1'],False
marts_E01418_gamma_0,marts_E01418,gamma,gamma,Plants,['di Class 1'],False
marts_E01418_alpha_0,marts_E01418,alpha,alpha,Plants,['di Class 1'],False
marts_E01240_gamma_0,marts_E01240,gamma,gamma,Plants,['di Class 1'],False
marts_E01240_alpha_0,marts_E01240,alpha,alpha,Plants,['di Class 1'],False
marts_E01240_beta_0,marts_E01240,beta,beta,Plants,['di Class 1'],False
marts_E01444_beta_0,marts_E01444,beta,beta,Plants,['di Class 1'],False
marts_E01444_gamma_0,marts_E01444,gamma,gamma,Plants,['di Class 1'],False
marts_E01444_alpha_0,marts_E01444,alpha,alpha,Plants,['di Class 1'],False
marts_E00695_beta_0,marts_E00695,beta,beta,Plants,['di Class 1'],False
marts_E00695_gamma_0,marts_E00695,gamma,gamma,Plants,['di Class 1'],False
marts_E00695_alpha_0,marts_E00695,alpha,alpha,Plants,['di Class 1'],False
marts_E01076_beta_0,marts_E01076,beta,beta,Plants,['di Class 1'],False
marts_E01076_gamma_0,marts_E01076,gamma,gamma,Plants,['di Class 1'],False
marts_E01076_alpha_0,marts_E01076,alpha,alpha,Plants,['di Class 1'],False
marts_E00654_beta_0,marts_E00654,beta,beta,Plants,"['di Class 1', 'di Class 2']",False
marts_E00654_gamma_0,marts_E00654,gamma,gamma,Plants,"['di Class 1', 'di Class 2']",False
marts_E00654_alpha_0,marts_E00654,alpha,alpha,Plants,"['di Class 1', 'di Class 2']",False
marts_E00847_beta_0,marts_E00847,beta,beta,Plants,['di Class 2'],False
marts_E00847_gamma_0,marts_E00847,gamma,gamma,Plants,['di Class 2'],False
marts_E00847_alpha_0,marts_E00847,alpha,alpha,Plants,['di Class 2'],False
marts_E01066_ids_0,marts_E01066,ids,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E01066_alpha_0,marts_E01066,alpha,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00454_ids_0,marts_E00454,ids,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00454_alpha_0,marts_E00454,alpha,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00456_ids_0,marts_E00456,ids,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00456_alpha_0,marts_E00456,alpha,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00890_beta_0,marts_E00890,beta,beta,Plants,['di Class 2'],False
marts_E00890_gamma_0,marts_E00890,gamma,gamma,Plants,['di Class 2'],False
marts_E00890_alpha_0,marts_E00890,alpha,alpha,Plants,['di Class 2'],False
marts_E00590_ids_0,marts_E00590,ids,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00590_alpha_0,marts_E00590,alpha,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E01034_beta_0,marts_E01034,beta,beta,Plants,['sesq Class 1'],False
marts_E01034_alpha_0,marts_E01034,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00887_beta_0,marts_E00887,beta,beta,Plants,['di Class 1'],False
marts_E00887_alpha_0,marts_E00887,alpha,alpha,Plants,['di Class 1'],False
marts_E00925_beta_0,marts_E00925,beta,beta,Plants,['sesq Class 1'],False
marts_E00925_alpha_0,marts_E00925,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00180_beta_0,marts_E00180,beta,beta,Plants,['mono Class 1'],False
marts_E00180_alpha_0,marts_E00180,alpha,alpha,Plants,['mono Class 1'],False
marts_E00957_beta_0,marts_E00957,beta,beta,Plants,['mono Class 1'],False
marts_E00957_alpha_0,marts_E00957,alpha,alpha,Plants,['mono Class 1'],False
marts_E00400_beta_0,marts_E00400,beta,beta,Plants,['mono Class 1'],False
marts_E00400_alpha_0,marts_E00400,alpha,alpha,Plants,['mono Class 1'],False
marts_E00079_beta_0,marts_E00079,beta,beta,Plants,['mono Class 1'],False
marts_E00079_alpha_0,marts_E00079,alpha,alpha,Plants,['mono Class 1'],False
marts_E00714_beta_0,marts_E00714,beta,beta,Plants,['sesq Class 1'],False
marts_E00714_alpha_0,marts_E00714,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01019_beta_0,marts_E01019,beta,beta,Plants,['mono Class 1'],False
marts_E01019_alpha_0,marts_E01019,alpha,alpha,Plants,['mono Class 1'],False
marts_E00251_beta_0,marts_E00251,beta,beta,Plants,['mono Class 1'],False
marts_E00251_alpha_0,marts_E00251,alpha,alpha,Plants,['mono Class 1'],False
marts_E00188_beta_0,marts_E00188,beta,beta,Plants,['mono Class 1'],False
marts_E00188_alpha_0,marts_E00188,alpha,alpha,Plants,['mono Class 1'],False
marts_E00332_beta_0,marts_E00332,beta,beta,Plants,['mono Class 1'],False
marts_E00332_alpha_0,marts_E00332,alpha,alpha,Plants,['mono Class 1'],False
marts_E00240_beta_0,marts_E00240,beta,beta,Plants,['mono Class 1'],False
marts_E00240_alpha_0,marts_E00240,alpha,alpha,Plants,['mono Class 1'],False
marts_E01221_beta_0,marts_E01221,beta,beta,Plants,['sesq Class 1'],False
marts_E01221_alpha_0,marts_E01221,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00885_beta_0,marts_E00885,beta,beta,Plants,['sesq Class 1'],False
marts_E00885_alpha_0,marts_E00885,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00559_beta_0,marts_E00559,beta,beta,Plants,['mono Class 1'],False
marts_E00559_alpha_0,marts_E00559,alpha,alpha,Plants,['mono Class 1'],False
marts_E01011_beta_0,marts_E01011,beta,beta,Plants,['sesq Class 1'],False
marts_E01011_alpha_0,marts_E01011,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01510_beta_0,marts_E01510,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E01510_alpha_0,marts_E01510,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00958_beta_0,marts_E00958,beta,beta,Plants,['mono Class 1'],False
marts_E00958_alpha_0,marts_E00958,alpha,alpha,Plants,['mono Class 1'],False
marts_E00621_beta_0,marts_E00621,beta,beta,Plants,['sesq Class 1'],False
marts_E00621_alpha_0,marts_E00621,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00032_beta_0,marts_E00032,beta,beta,Plants,['sesq Class 1'],False
marts_E00032_alpha_0,marts_E00032,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01070_beta_0,marts_E01070,beta,beta,Plants,['sesq Class 1'],False
marts_E01070_alpha_0,marts_E01070,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00178_beta_0,marts_E00178,beta,beta,Plants,['sesq Class 1'],False
marts_E00178_alpha_0,marts_E00178,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00715_beta_0,marts_E00715,beta,beta,Plants,['sesq Class 1'],False
marts_E00715_alpha_0,marts_E00715,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01388_beta_0,marts_E01388,beta,beta,Plants,['sesq Class 1'],False
marts_E01388_alpha_0,marts_E01388,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00384_beta_0,marts_E00384,beta,beta,Plants,['sesq Class 1'],False
marts_E00384_alpha_0,marts_E00384,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00725_beta_0,marts_E00725,beta,beta,Plants,['mono Class 1'],False
marts_E00725_alpha_0,marts_E00725,alpha,alpha,Plants,['mono Class 1'],False
marts_E00099_ids_0,marts_E00099,ids,alpha,Fungi,['sqs'],False
marts_E00474_ids_0,marts_E00474,ids,alpha,Plants,['sqs'],False
marts_E00549_ids_0,marts_E00549,ids,alpha,Bacteria,['pt'],False
marts_E01141_alpha_0,marts_E01141,alpha,alpha,Plants,['di Class 2'],False
marts_E01141_beta_0,marts_E01141,beta,beta,Plants,['di Class 2'],False
marts_E00564_ids_0,marts_E00564,ids,alpha,Fungi,['pt'],False
marts_E00558_ids_0,marts_E00558,ids,alpha,Plants,['pt'],False
marts_E00457_ids_0,marts_E00457,ids,alpha,Archaea,['pt'],False
marts_E00253_alpha_0,marts_E00253,alpha,alpha,Bacteria,['sesq Class 1'],False
marts_E01473_alpha_0,marts_E01473,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01451_alpha_0,marts_E01451,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01455_alpha_0,marts_E01455,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00646_ids_0,marts_E00646,ids,alpha,Fungi,['pt'],False
marts_E00900_alpha_0,marts_E00900,alpha,alpha,Bacteria,['sesq Class 1'],False
marts_E00903_alpha_0,marts_E00903,alpha,alpha,Bacteria,['sesq Class 1'],False
marts_E01336_alpha_0,marts_E01336,alpha,alpha,Bacteria,['di Class 1'],False
marts_E00449_alpha_0,marts_E00449,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00711_ids_0,marts_E00711,ids,alpha,Fungi,['pt'],False
marts_E01312_alpha_0,marts_E01312,alpha,alpha,Bacteria,"['di Class 1', 'sester Class 1']",False
marts_E01370_alpha_0,marts_E01370,alpha,alpha,Bacteria,"['di Class 1', 'mono Class 1', 'sesq Class 1']",False
marts_E00465_ids_0,marts_E00465,ids,alpha,Animals,['pt'],False
marts_E00318_ids_0,marts_E00318,ids,alpha,Fungi,['pt'],False
marts_E00859_alpha_0,marts_E00859,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01352_alpha_0,marts_E01352,alpha,alpha,Bacteria,['di Class 1'],False
marts_E01434_alpha_0,marts_E01434,alpha,alpha,Bacteria,['di Class 1'],False
marts_E01417_beta_0,marts_E01417,beta,beta,Plants,['di Class 1'],False
marts_E01417_gamma_0,marts_E01417,gamma,gamma,Plants,['di Class 1'],False
marts_E01417_alpha_0,marts_E01417,alpha,alpha,Plants,['di Class 1'],False
marts_E00125_beta_0,marts_E00125,beta,beta,Plants,['di Class 1'],False
marts_E00125_gamma_0,marts_E00125,gamma,gamma,Plants,['di Class 1'],False
marts_E00125_alpha_0,marts_E00125,alpha,alpha,Plants,['di Class 1'],False
marts_E01297_beta_0,marts_E01297,beta,beta,Plants,['di Class 1'],False
marts_E01297_gamma_0,marts_E01297,gamma,gamma,Plants,['di Class 1'],False
marts_E01297_alpha_0,marts_E01297,alpha,alpha,Plants,['di Class 1'],False
marts_E00102_beta_0,marts_E00102,beta,beta,Plants,['di Class 1'],False
marts_E00102_gamma_0,marts_E00102,gamma,gamma,Plants,['di Class 1'],False
marts_E00102_alpha_0,marts_E00102,alpha,alpha,Plants,['di Class 1'],False
marts_E00639_beta_0,marts_E00639,beta,beta,Plants,['mono Class 1'],False
marts_E00639_gamma_0,marts_E00639,gamma,gamma,Plants,['mono Class 1'],False
marts_E00639_alpha_0,marts_E00639,alpha,alpha,Plants,['mono Class 1'],False
marts_E00846_beta_0,marts_E00846,beta,beta,Plants,['mono Class 1'],False
marts_E00846_alpha_0,marts_E00846,alpha,alpha,Plants,['mono Class 1'],False
marts_E00846_gamma_0,marts_E00846,gamma,gamma,Plants,['mono Class 1'],False
marts_E00653_beta_0,marts_E00653,beta,beta,Plants,"['di Class 1', 'di Class 2']",False
